City,AQI,PM2.5/1h,PM10/1h,CO/1h,NO2/1h,O3/1h,O3/8h,SO2/1h
黔东南州,61,23,38,0.45,6,112,112,2
黔南州,67,14,31,0.2,6,121,119,3
黔西南州,60,10,25,0.6,9,114,110,2
青岛,76,9,30,0.33,40,87,129,5
庆阳,206,108,353,0.4,9,120,130,5
清远,66,27,56,0.6,30,159,118,9
秦皇岛,47,27,46,0.78,38,81,61,6
钦州,34,15,33,0.63,9,64,55,9
齐齐哈尔,49,12,30,0.4,10,98,97,3
七台河,47,23,24,0.63,11,70,93,13
泉州,37,11,32,0.45,10,49,73,7
曲靖,74,22,41,0.5,6,136,127,10
衢州,64,19,38,0.53,16,114,115,3
日喀则,82,23,61,0.55,2,139,137,6
日喀则地区,29,6,27,0.35,2,68,56,5
日照,53,19,37,0.63,30,97,102,12
荣成,64,45,69,0.75,34,108,91,10
乳山,61,43,0,0.8,20,98,107,6
三门峡,121,29,62,0.68,13,194,182,7
三明,56,20,48,2.03,33,96,106,45
三沙,30,7,20,0.3,30,51,58,6
三亚,21,11,20,0.55,4,39,40,2
上海,146,43,78,0.64,38,180,209,14
商洛,67,34,53,0.6,18,133,119,12
商丘,65,25,44,0.6,8,112,116,4
上饶,49,11,40,1.02,10,83,97,10
山南,90,21,24,0.6,6,161,146,4
山南地区,40,5,21,0.45,6,65,79,4
汕头,36,19,35,0.63,9,61,70,8
汕尾,29,13,22,0.67,5,58,57,7
韶关,92,37,57,0.72,26,192,135,15
绍兴,89,26,89,0.44,16,145,145,6
邵阳,52,26,51,0.48,10,90,94,11
沈阳,64,24,75,0.66,26,47,101,9
深圳,31,13,24,0.4,23,56,60,7
石河子,57,9,14,0.4,5,121,107,7
石家庄,84,58,106,0.83,14,139,139,8
十堰,69,32,59,0.8,15,121,121,15
石嘴山,120,42,188,0.43,12,109,114,14
寿光,35,6,0,0.9,25,73,68,3
双鸭山,34,13,18,0.38,9,64,66,1
朔州,111,40,111,0.86,24,197,171,10
四平,53,23,54,0.47,15,68,76,3
松原,62,10,72,0.3,8,118,112,2
绥化,33,13,29,0.35,7,70,65,4
遂宁,133,50,100,0.75,16,195,195,15
随州,70,31,53,0.63,6,131,122,3
宿迁,45,17,28,0.53,23,75,88,9
苏州,91,27,56,0.47,29,141,147,5
宿州,60,22,34,0.3,28,122,110,9
塔城地区,55,6,31,0.3,17,133,104,4
泰安,65,24,44,0.55,11,122,116,2
太仓,150,35,80,0.55,33,202,214,15
太原,154,64,125,0.9,22,213,218,8
台州,91,23,49,0.37,10,114,147,5
泰州,74,20,96,0.57,18,106,124,10
唐山,59,41,64,0.72,31,112,88,30
天津,63,44,63,1.21,43,83,61,11
天水,96,41,77,0.6,13,170,153,6
铁岭,56,22,60,0.28,15,44,85,10
铜川,116,37,73,1.13,17,186,176,15
通化,23,6,22,0.9,14,45,45,5
通辽,76,32,99,0.23,13,118,104,5
铜陵,54,23,56,0.43,21,88,95,19
铜仁地区,55,19,57,0.55,7,98,98,13
吐鲁番地区,53,18,53,0.3,5,79,74,7
瓦房店,28,19,0,0.5,20,40,45,3
潍坊,70,9,19,0.35,33,83,122,4
威海,69,42,74,0.53,17,130,121,9
渭南,124,34,87,0.65,12,223,185,10
文登,70,46,88,0.75,18,111,121,4
文山州,56,21,46,0.65,11,103,105,5
温州,65,21,53,0.73,14,70,116,7
乌海,67,34,74,0.47,10,107,119,7
武汉,71,27,73,0.8,22,125,124,5
芜湖,73,24,48,0.65,25,110,126,5
吴江,100,39,65,0.8,38,183,159,9
五家渠,65,5,17,0.5,8,136,116,17
乌兰察布,71,28,89,0.2,11,119,123,18
乌鲁木齐,49,14,45,0.56,15,123,97,8
武威,99,50,146,0.45,10,109,98,4
无锡,108,21,58,0.43,19,165,167,8
吴忠,129,59,205,0.27,9,101,91,18
梧州,47,19,46,0.95,22,68,78,6
厦门,33,11,22,0.3,21,41,65,8
西安,139,44,103,1.03,32,274,201,9
湘潭,58,23,63,0.79,16,99,103,14
湘西州,52,29,52,0.7,10,90,88,3
襄阳,111,30,81,0.7,13,139,170,7
咸宁,66,18,43,0.95,7,126,118,2
咸阳,142,36,97,0.83,20,244,205,11
孝感,82,24,53,0.75,4,136,137,8
锡林郭勒盟,56,12,59,0.6,13,97,98,9
兴安盟,55,6,22,0.75,13,98,104,3
邢台,72,34,51,0.63,12,140,125,10
西宁,126,88,199,1.38,20,66,73,8
新乡,87,20,39,1.02,13,142,143,12
信阳,77,27,62,0.43,6,135,131,5
新余,60,27,54,0.94,21,110,110,29
忻州,143,62,112,0.87,24,187,206,14
西双版纳州,49,15,37,0.5,8,97,96,9
宣城,45,25,39,0.45,12,88,89,9
许昌,111,24,73,0.8,13,185,170,8
徐州,49,25,41,0.81,20,92,97,11
雅安,124,78,106,0.65,19,204,185,17
延安,115,25,44,0.98,22,161,175,10
延边州,48,16,32,0.53,25,63,95,10
盐城,88,23,98,0.6,19,126,144,10
阳江,26,9,25,0.77,7,44,49,8
阳泉,136,102,154,1.28,17,221,198,8
扬州,77,14,70,0.68,18,105,131,9
烟台,62,19,71,0.42,14,121,111,5
宜宾,187,59,89,0.92,18,243,251,19
宜昌,60,28,55,0.8,19,97,110,7
宜春,54,23,39,0.6,5,99,103,7
伊春,33,12,14,0.23,10,63,64,5
伊犁哈萨克,0,0,0,0.0,0,0,0,0
伊犁哈萨克州,57,10,15,0.3,7,126,107,7
银川,103,45,154,0.54,15,111,113,24
营口,57,20,30,0.55,17,109,107,3
鹰潭,57,11,20,0.28,7,110,107,5
义乌,75,22,38,0.4,26,129,128,9
宜兴,81,24,44,0.45,19,127,136,7
益阳,72,15,35,0.73,11,113,125,7
永州,41,19,38,0.52,17,78,81,9
岳阳,74,18,37,0.46,11,126,127,9
玉林,47,20,46,0.73,12,78,80,15
榆林,131,36,68,0.85,15,193,193,10
运城,120,34,52,0.8,8,189,180,11
云浮,36,13,28,0.47,8,66,71,9
玉树州,49,8,22,0.3,5,98,97,5
玉溪,66,17,52,0.67,10,133,118,7
枣庄,55,15,42,0.46,16,128,104,7
张家港,99,20,58,0.4,19,156,157,8
张家界,50,23,48,0.78,9,104,98,7
张家口,141,59,144,1.06,20,183,203,11
章丘,32,10,18,0.7,31,75,63,9
张掖,61,31,42,0.3,9,105,111,4
漳州,50,17,38,0.5,13,87,98,10
湛江,31,11,25,0.57,8,54,60,4
肇庆,42,18,28,0.53,14,76,82,9
昭通,67,3,29,0.3,7,127,119,7
招远,53,16,38,0.6,14,86,102,5
郑州,75,50,97,1.02,34,167,127,5
镇江,70,27,42,0.5,21,110,122,4
中山,37,16,32,0.55,8,71,72,5
中卫,234,97,373,0.63,6,109,112,8
周口,70,33,54,0.63,11,125,122,6
舟山,34,17,33,0.63,13,72,66,7
珠海,31,12,19,0.43,9,52,60,3
诸暨,0,0,0,0.0,0,0,0,0
驻马店,71,28,49,0.5,7,111,123,8
株洲,56,26,41,0.43,12,98,105,9
淄博,61,25,38,1.33,31,83,111,6
自贡,189,62,96,0.8,9,278,253,14
资阳,128,31,76,0.54,14,192,189,8
遵义,90,29,52,0.6,18,149,146,14
